,0,1
0,1934801528,1758597388
1,4210170485,2885145800
2,992031300,1829993636
3,2069297351,730475584
4,1652448489,3297208083
5,3113625938,3347704002
6,1860933455,1267021845
7,4264137692,3524098632
8,2519146073,4212514956
9,3271515623,1706931759
10,209238790,2666243709
11,3597968337,1172458875
12,2022369897,2293652638
13,3769379274,1063297617
14,2727662472,1994066280
15,3324526177,3773579240
16,2756970020,4065089389
17,967141112,3202331782
18,1788266342,3464543370
19,1106249049,51351005
20,3733122829,4196598004
21,3613996623,1065072700
22,3452290169,2409028481
23,1772855498,3116935377
24,2535140876,2299427947
25,2523257442,3520701958
26,526075073,1528928494
27,1018751433,581111022
28,2934724854,3527617628
29,218990971,109279506
30,1665943905,3891300397
31,2682813640,3611575384
32,512810979,3741992631
33,2120521570,3707487356
34,3056822761,1816597603
35,2079484160,564832273
36,647018584,3141281564
37,921710223,873965728
38,2607443047,2133009057
39,2635790522,3812338180
40,546856157,3350411157
41,3152416018,3642415234
42,1185656004,1919158547
43,838208181,1770320024
44,3391370953,1901710099
45,1664831524,3114975600
46,942437996,3485466492
47,3465083672,3988765286
48,1434746471,3321095231
49,1403802717,3758916969
50,2803989494,3947611901
51,2476526925,4238333823
52,3593864542,920667889
53,633003667,1311907020
54,1009846498,4051534571
55,1034022672,3213828759
56,1677637266,3951202679
57,2266466631,2368033197
58,2721486338,3140127162
59,34904832,1759181507
60,3286871070,2316429290
61,246020321,1317953005
62,3616439781,766280685
63,2928620854,1116240351
64,1103186988,4128583927
65,2297241820,2804034182
66,3663315094,2978010244
67,3541746714,2084942529
68,3512098117,3911780847
69,1150844856,733975517
70,3582903830,2634385283
71,1933816146,1370076128
72,3205302836,3509056155
73,1088874385,3680725855
74,622838429,2597714610
75,3364612280,3225323035
76,2235692813,1001680617
77,3209729739,3228445237
78,4148374519,1724671903
79,3024318138,232990677
80,1749307780,3334047834
81,1284991985,522864166
82,659360954,1593080945
83,2696328201,411530203
84,2736501576,1845605154
85,372260247,582518783
86,1787784116,3601404917
87,910852270,1053006779
88,3713449609,3064496961
89,1496815696,4093223266
90,983693678,1645193934
91,1797669107,3731711219
92,2992369839,3899672343
93,3198972101,4138189279
94,4060568753,1270398395
95,3868651701,2402541922
96,2368869657,2341065406
97,2256712864,2744166665
98,2325650952,3851308412
99,2187843693,2359814813
100,786609276,2081898868
101,1601379929,1118782580
102,3124465362,1338624535
103,1904257082,2733750966
104,4231672951,311257786
105,1192908266,2649617475
106,238923263,2517850799
107,4248651935,1724711713
108,2187431627,780450531
109,3614830150,3386179505
110,1937892476,594313710
111,3452906306,831002929
112,3267371843,3638344109
113,2979147829,2962238694
114,3579987551,956284048
115,2807244498,2692203994
116,4085540089,3644982279
117,1571967532,2144985307
118,1088198456,23754110
119,2982032767,894779936
120,900054141,1366532363
121,3453557176,1037812735
122,3920499963,951194083
123,3897206250,2977575252
124,728109425,4212022913
125,3950282934,1730100788
126,3505203940,2392097096
127,875519901,1413245802
128,928873693,1216217342
129,1152362921,2744067556
130,4083707181,3666852879
131,3927947848,3843499517
132,1691829609,4288713935
133,2216105449,1892876078
134,1104510795,697295736
135,3599423215,22977420
136,263220287,340400688
137,1773333498,1214796743
138,2821575298,3614169392
139,2118427416,2091343074
140,2804169195,2797497755
141,1174512745,3214035665
142,4281226240,1909482996
