,0
0,969179404
1,3802884184
2,285848507
3,1756258556
4,315847661
5,1394819075
6,3874829385
7,2837899179
8,250908188
9,2639025639
10,3790348878
11,1254969151
12,2400754009
13,822698537
14,212987896
15,2663246247
16,4140952799
17,2326746577
18,3578768611
19,706544364
20,4170877647
21,298918770
22,3163078034
23,1357036116
24,908700283
25,2305016617
26,3085410516
27,3799167974
28,1951093668
29,1261793972
30,2920905489
31,774609269
32,2692582468
33,2710727313
34,899939580
35,2066302886
36,3659574834
37,2028776270
38,2907061778
39,2660151660
40,1400575146
41,2997284850
42,3365543719
43,823301462
44,1232058989
45,1055655018
46,624551498
47,2342604789
48,3482011765
49,3627218192
50,875652949
51,1434010152
52,3581992366
53,754427870
54,2929665248
55,2737611701
56,1656930303
57,3784398315
58,1710057850
59,1692625483
60,901082187
61,875509459
62,858565604
63,4250017446
64,1723605661
65,2540073727
66,3889280551
67,1487660339
68,2477838206
69,4280258702
70,1071642753
71,2042423764
72,2750175902
73,4269874675
74,1058375807
75,3292334042
76,1366852121
77,2972035137
78,1054600160
79,3420852427
80,799104800
81,581939271
82,3877124561
83,3087529680
84,105040743
85,2925739332
86,3599307109
87,1238565028
88,4218457313
89,1714194446
90,2719016072
91,842394829
92,2514213250
93,2991561489
94,2116131582
95,1973350280
96,127569528
97,1282294099
98,2923721976
99,2821261313
100,15510998
101,251788625
102,1776753688
103,2456028113
104,2998582219
105,1922479645
106,1698991625
107,972548818
108,3441406647
109,293188879
110,2374519615
111,3497085677
112,3629012292
113,1939287415
114,591795765
115,1975356291
116,1812319282
117,3533783561
118,2079455819
119,252101675
120,1872381541
121,1182056269
122,2974916649
123,2651783806
124,1287230738
125,4286976182
126,1540233237
127,330832833
128,2114117111
129,2533222375
130,1245148202
131,1294207060
132,3894276867
133,468185797
134,337067174
135,1392756600
136,41338975
137,4143409025
138,854584775
139,2869173776
140,2486398339
141,2288206276
142,2605824180
143,799118535
144,261639906
145,2161553622
146,3404547611
