,0,1
0,887641824,1838986263
1,580652455,239109832
2,1478127842,1658117053
3,3243073567,2375410868
4,2262269656,3112734702
5,310298159,2241098232
6,4247804381,969074586
7,3825591291,2197179281
8,2960573896,3269032519
9,1511781421,1899451026
10,3765669204,553689983
11,1668812620,1004028235
12,2465437965,1711330455
13,3837488831,543366913
14,1584081203,24387629
15,656405537,722205000
16,1226489242,3102197352
17,1985683003,3444990436
18,1399295872,1375360902
19,236381010,1407892437
20,3419517570,73716759
21,3190440599,3181955767
22,108826049,4249032201
23,3386614935,555040993
24,3188756081,4270862542
25,1161868108,1424335614
26,2331354850,1598999349
27,3838264153,3524999178
28,2553931382,3011694436
29,3135825255,668541470
30,3762147995,2712854570
31,2346023738,1987444662
32,2636790538,208834663
33,7405644,3382640797
34,1388566205,1807009410
35,2404093721,181089513
36,869662682,1479704284
37,1606639746,2481923701
38,2270644660,4030265561
39,1516076862,3661505920
40,1217429754,3435799318
41,3263289009,3584442255
42,2537588379,393589211
43,4127302885,171314047
44,626997769,99144444
45,3535208882,2901543063
46,3103376549,30615997
47,3949290407,687370323
48,1193941558,58978700
49,1656234903,1143488946
50,3550711866,399379245
51,4116375520,2406441708
52,4158489871,1511608405
53,77539272,3794839681
54,2081154008,2184652053
55,1185408775,2366286351
56,2651895064,2698094789
57,4192081830,1211944053
58,1983501855,3336280470
59,1934322395,468464356
60,2509640470,2095354537
61,3964266883,3502674516
62,3355488225,1481252729
63,1136573573,1964056444
64,424071360,2117955605
65,279035753,1491759313
66,561141103,1812843672
67,3583355960,1972762763
68,838997796,883565301
69,2614611696,2425847860
70,3349992149,3279128415
71,4194330949,4175863861
72,4201608721,1844239637
73,1487551741,2566282624
74,1386861189,3659348547
75,4086969164,1801545156
76,3373973354,508027779
77,3836582492,2519319620
78,1148744675,1530715168
79,3053464795,939505204
80,3016443444,1198627782
81,436213681,3156002881
82,1078396550,1294975707
83,3630395732,708096233
84,3415737632,3441786311
85,2948448159,1468594176
86,771307387,2946264868
87,3617320185,1004809872
88,2297866559,3237890144
89,1486835231,3056400862
90,3541874853,1419877819
91,3745790782,2637334213
92,2089711659,368737992
93,487340637,1749059546
94,1144505538,2729355175
95,2757715657,1375359484
96,3206209432,488952453
97,2874056668,709875426
98,2389947738,501922526
99,387609755,836814444
100,3414273259,2901036284
101,8209963,2560144024
102,1739936404,97528538
103,1940435368,2848340497
104,3870930688,841440323
105,1332123852,366074656
106,1296491652,1785149917
107,1392773958,3359301706
108,2535095305,1189654102
109,3634739351,3068934422
110,2183530568,1117318752
111,2814184629,1780695322
112,278571579,3096904367
113,1961643552,3850966012
114,3123318177,4018149791
115,3179863679,2028876753
116,2587472841,2997387873
117,1559618262,2958036497
118,3525001942,409345163
119,144372539,367070288
120,304462519,646366207
121,1260771953,554277682
122,3819660815,4160562604
123,3592355964,662468212
124,3793135862,1877252442
125,2710497193,995804480
126,1739030715,394534324
127,3089740015,3674520473
128,94794387,1920891001
129,4145210137,4092041073
