,0,1
0,3219328758,4065969735
1,1223271863,2404764131
2,3782823120,4034171149
3,612497703,1925094798
4,2625870698,561588446
5,3425719870,2685512655
6,2949666586,4127971259
7,2103318345,2915185139
8,837448874,3675400174
9,3637558583,2731624820
10,747737086,319191537
11,298123375,1300209903
12,3301836272,1367255051
13,1931191321,1563293534
14,1744396968,1154742502
15,442802851,2586950371
16,2742897994,3614631706
17,2625203800,3779109680
18,1799053188,3524229163
19,2413743882,863349908
20,961541351,2153498491
21,3747006847,1470051199
22,3264251334,1053132979
23,1477519646,3586504484
24,299537605,1887637083
25,3583915994,1933161674
26,3761713797,3175850045
27,3496342373,3181498480
28,1096376370,1431042698
29,3142530884,2123489985
30,3666571617,1360784704
31,703780821,2210045081
32,9092745,1807916565
33,1830048205,1305881160
34,2663134476,1335647821
35,244108755,868776807
36,2057389261,944561258
37,2453970898,471693936
38,3332583554,460575095
39,2848258734,877600453
40,1519419671,3960481740
41,1637653740,1372254297
42,215852296,404418546
43,280180892,775704670
44,1046244512,2419028325
45,1416680621,341289222
46,1817496823,3921631602
47,379807584,2087234960
48,563286302,475287072
49,3968465396,1037652796
50,2137229266,1865569627
51,2465404001,1109342385
52,3851589833,1054911379
53,3928000812,959570551
54,4239684886,2050055860
55,1187020774,2978828628
56,1556531585,2356363804
57,2465321691,413364081
58,3555884318,1554724564
59,1544878182,3348550728
60,3886712959,371352829
61,3077584973,962568611
62,886819508,3334530385
63,3199594566,3950306789
64,278697076,4123932791
65,297150758,1312115877
66,1879595440,1405810228
67,2714353814,4218242733
68,3476400487,1650843664
69,2977674666,2807221460
70,2226635300,1496648290
71,1318114133,1071087244
72,3116590559,2210856089
73,122945114,2768334643
74,3594560913,4159517434
75,1868832843,2690399662
76,1229483656,3274825794
77,252620453,4083871446
78,3076754411,3277475172
79,1774629385,4011133143
80,3988532460,3457431813
81,1283344616,449066624
82,32541505,3928228868
83,801546740,1460240085
84,2404767451,927935523
85,1344606742,3821579398
86,2128421216,420484140
87,204715027,2183740974
88,4294301179,108710036
89,4191858400,2147914287
90,3792126049,3601564756
91,1118138359,1916698516
92,2498484796,395572332
93,1608428019,2890844818
94,1969852310,1973548552
95,4203494869,783684428
96,3917119068,2881308379
97,2856534229,2871503691
98,413907649,2651452942
99,2095286212,740083436
100,515354576,2243072512
101,481813712,2201474962
102,1175871219,3466902421
103,2495919063,3199456338
104,3424829735,1644829410
105,151458113,3932214766
106,59489800,1335138663
107,1313583415,1864125774
108,4239388453,4218454634
109,1986655767,3391162122
110,3012600732,3556978468
111,389735729,2370769137
112,791250247,1217024247
113,2660801068,4011847212
114,2102177411,1250814160
115,748424856,203451270
116,2285299000,1413661671
117,453322637,3894505620
118,1722964354,3927416961
119,37508493,2135032215
120,1935069819,1422596843
121,2470533330,4284518825
122,652449897,3822711512
123,1929057361,711766098
124,59131464,974505688
125,1628398131,1176649667
126,3876917798,572465552
127,269265028,118479978
128,1869740203,3985214637
129,2393599259,3877514899
130,3821632900,3226617476
131,1154094531,3926400903
132,2059166695,3256578285
133,454051272,2986734016
134,1122986632,1817689686
135,2600021037,2589268943
136,2679994824,1829418660
137,1876960967,4060814039
138,2525207280,3282266744
139,1059973394,2604387917
140,1119986698,1952978238
141,2520285702,2413907031
142,560836911,219354760
143,1078002598,4000894324
144,1831996157,2420098725
145,4268175011,1818299670
146,717744354,2056470280
147,3584686838,2820042987
148,1110107094,3486389086
149,1251345587,2245463012
150,1598700476,940500264
151,2216613274,3629349556
152,2727821496,1898072125
153,3594101350,2537153547
154,619499868,3190836756
155,2660718962,1468020193
156,4030826607,225645322
157,3655817041,894385248
158,2407376165,1053244523
159,1152607108,734345118
160,165715694,2865939511
161,708130237,2288795521
162,1842413857,2099522320
163,581431338,2074050090
164,3609135401,4028857115
165,202429830,746375679
166,95848521,3302180876
167,3824310394,4232046626
168,3782136773,33249642
169,3447186336,3910848162
170,3838120727,4473909
171,3765661344,1574975216
172,954829106,3841965685
173,117819515,3201511088
174,3659927400,2939717967
175,2299862305,2845532127
176,2639747193,718738421
177,289799935,1015875808
178,1482862269,755577292
179,3293932994,1355903047
180,46261957,3449260606
181,1279618768,3341289945
182,634256213,3914656199
183,4228646326,2942624144
184,1696877816,2996768917
185,551540725,4155537384
186,2985339980,1200708149
187,2155549921,512060154
188,759071628,48329316
189,576144054,3015374373
190,3124662279,296244934
191,2988868821,3523430354
192,3730316723,1242620504
193,143340898,3383707031
194,315178395,2254794729
195,1148353888,1143302169
196,2952765492,3475575643
197,2536944495,4070795541
198,3187244541,3368827598
199,2218403783,3058175437
200,3431805031,3676234507
201,3391546077,680679094
202,3563754937,1300075737
203,186527122,2577812202
204,1472019725,2203952596
205,2714029961,1272327869
206,37756752,2421575006
207,3759685799,954105370
208,1752756421,2433696585
209,3569775278,40668924
210,1095658361,2655809347
211,3203650583,3592193858
212,541306164,3713969796
213,4241854961,4048565446
214,1229138836,608921415
215,2915336876,2561516149
216,2983669719,3650231737
217,3343462230,3386104574
218,4231892968,438360491
219,3907284547,3324883464
220,492949990,4201606377
221,2502281664,3299859321
222,245817253,2649553653
223,3172838289,2814574763
224,3091893959,923460378
225,3677409519,2277107830
226,1270087551,960463395
227,1318082845,895255781
228,1592388884,472836120
229,3742148747,1235959240
230,3910237901,3416561559
231,2800752097,76547
232,2492115068,2741198333
233,1325008516,1970640175
234,2259112811,2604035141
235,4120025584,404422969
236,1734949143,3629600525
237,1194634153,4173833476
238,4198854521,358982842
239,1762309899,417390400
240,354557354,1775463054
241,2331906008,82120729
242,1032310061,3059288541
243,3229567193,3157990277
244,2694160058,2052877843
245,3094315779,1247671484
246,3386590105,3851181381
247,3949427251,2235113613
248,400537584,3436121586
249,834608350,2148803850
250,2048263170,3514423743
251,1140302958,3063601764
252,3029666755,2401435724
253,2129308378,3620989377
254,3822167286,3452584584
255,2159000230,1687100718
256,1022972211,2397515690
257,1371755881,2035705707
258,239539525,1834880718
259,3282745523,2752522944
260,933491489,957550004
261,3163096525,1292622944
262,1233510052,1916835491
263,449586583,4007588378
264,255057443,2430077972
265,591711547,4012672754
266,2544929505,3770883432
267,1644506300,643163482
268,482571333,2197426159
269,4038239307,3399023735
270,4281843222,227828034
271,1508900319,3509722274
272,1606332822,4210724981
273,3997981197,2547487075
274,3421268415,836164451
275,3117884062,252643872
276,3304767090,2918137568
277,3847936234,1641204668
278,3815042397,3964728116
279,2342223384,1994449228
280,594316090,2983243422
281,3634216844,2721295902
282,250956765,3861358310
283,3576281518,3191657984
284,2962582985,727389708
285,2238498473,190852895
286,2914116542,3325953839
287,3642242996,3873546304
288,170435178,3477072187
289,183982548,923268243
290,4026031916,139194152
291,81964711,4143610196
292,4096351715,1705438295
293,2306860284,4246116864
294,1353973655,1652938847
295,1627926478,71688728
296,832746741,2425932953
297,1857882931,1432029321
298,1596074934,4091156395
299,1459601247,2800382862
300,2394426277,2866769983
301,3105251397,2264303505
302,4082756118,2297151691
303,1130859391,2938093567
304,2842626070,162009800
305,3319315370,1682539854
306,3244565474,2776280191
307,2907300280,2954561357
308,3030216271,1847662260
309,3275322373,4165863016
310,1957131695,3333491712
311,3583481497,3847647128
312,1660877162,2010141938
313,3181246371,3780157655
314,1560465412,3096507130
315,3470955187,643216090
316,1408312122,2505208856
317,2968441245,1789518070
318,2734585056,2326054110
319,2598180734,2005720834
320,2618756699,1201510734
321,3651045034,1610342017
322,2626545656,1962805350
323,2370246894,2622915543
324,542378991,4012825734
325,3677914120,887636021
326,4067356776,320610775
327,875819625,459218384
328,2436567800,145448660
329,3576669349,1067122273
330,1966586052,2469482870
331,5310714,1183491158
332,3215227452,3759861472
333,3419001716,474600349
334,787615622,2952055088
335,829428324,940590040
336,2431031555,3245848725
337,1810052072,501940971
338,734760724,1637914044
339,2680193197,1469680654
340,3649825963,3050876612
341,3140952205,2572955608
342,3016731562,4284974597
343,1300848443,151634967
344,173746579,3578793037
345,3823810414,1220320992
346,2781286913,3911024908
347,1748711871,2801061645
348,3409194297,4099236265
349,1650121938,670097700
350,2594253292,823926469
351,3441251353,3846270881
352,4183794128,2340736301
353,2045091284,1228534899
354,106526870,3709446265
355,1129491733,1240239212
356,1084213083,549751078
357,309925781,804761107
358,2358333991,134871863
359,1026658466,2302891723
360,4046898424,2952358582
361,1401400199,2122604835
362,1111415180,133974313
363,2504748175,861802438
364,3513885544,2959179024
365,845422982,2676558041
366,1663539025,2598220156
367,3009029048,631440251
368,3656671822,162945555
369,2588992117,3497911082
370,1775775315,2309188608
371,806112939,2266966681
372,743802431,111219248
373,2764002648,521042507
374,3103034036,1880511638
375,529001311,4028651885
376,95493524,869091762
377,1111616480,1875139854
378,737436220,406641630
379,2529507635,1702384518
380,249813732,2847439584
381,601031666,1554981075
382,4013667144,535225254
383,3086428112,3509410183
384,2244818272,2652538668
385,2775141124,3802592912
386,159489570,2400710235
387,3644985619,3283203084
388,3918590460,1613024920
