,0,1,2
0,2528845319,176665537,339497251
1,624756295,232721790,2501638877
2,352612747,2420685863,2054350246
3,3748300475,3791494661,3684114366
4,1304920430,414953955,2660081687
5,4026377375,1797254244,2296171981
6,3961529594,578767370,710460063
7,2342440397,2461541459,2793307330
8,4077566023,3848491067,3819047184
9,2435775098,2048390215,1414118450
10,2804436564,3081609103,1020677634
11,503948019,905481168,3279793740
12,4060334622,1550426306,2012719230
13,4021231471,3609993238,2424273262
14,3256849468,2603696083,1723020169
15,677444313,1907404319,1811145122
16,2555494717,524189421,1587469819
17,2740194585,972025992,1083807234
18,4116336554,478371011,3873172373
19,3577953326,2505889800,4204218116
20,671441462,717194307,2708082373
21,1720630721,4023845841,3587206631
22,1437365484,2948522489,3114702000
23,3062526424,2271602577,3366016972
24,2811730666,1612992296,4102556301
25,3947805971,3790730506,4247801230
26,3114557954,4190407682,2246881738
27,2391688877,2217256224,79538342
28,3506565046,957210004,1220486679
29,75274127,4147130459,2159815616
30,1538684843,401096454,594613319
31,2590893131,239561469,1804540512
32,101206913,3713923934,1536914231
33,2517095984,3344258770,3591806871
34,4016905800,122057317,1320268636
35,1424153333,1984059315,1730791703
36,166967240,3950742707,3965521794
37,1732538466,4087708800,4293409829
38,695571474,1080547223,1489973448
39,3563661536,3392008922,495743267
40,1265475489,868196461,2997949323
41,2625226879,2429704153,1040254712
42,1388564449,2001226986,3984167433
43,1182608555,3023974425,3595175974
44,2611886699,611801741,3727895146
45,1328051842,186900533,1974260867
46,3381683923,1755458104,1026185886
47,3601966279,1181562884,320637432
48,2658697379,3276292403,2439235797
49,3949274553,2015306260,4187877551
50,3658922668,3803860163,3539539007
51,110786685,3317013126,1286133016
52,641943517,42812409,3249598355
53,4141422818,1073025444,450156783
54,1922078177,868961178,1531019372
55,3301652037,2592335416,4155882690
56,465105792,1306208314,104376172
57,3137048348,2149471100,1308172513
58,41564963,2236379221,1400238818
59,3735927672,3740631047,570786983
60,3698102233,3038721291,227014883
61,1744387171,899614139,3953122862
62,2134436167,1289061234,3964494702
63,313299890,3647081158,2174904975
64,96395438,3654371936,2592181823
65,434307058,456298394,3626430799
66,3837611713,212163213,1117095715
67,2472303240,1933082311,1069119350
68,845521033,1513649936,1193498880
69,53864702,1934235034,4152432598
70,851550446,1939804766,2949317539
71,1144465859,3079618985,581392955
72,3829045165,2833200455,1061039762
73,2334298515,1279154409,3273381973
74,2364356692,3418793948,347434128
75,2341912417,2624464688,913058949
76,806984231,2289729738,3434584815
77,374121356,1548706014,285752374
78,2377412883,3809400020,422282577
79,3295727189,2201057585,4147027486
80,438031429,1004625910,3200318422
81,1414022556,1943578245,424898363
82,2609024065,2563470637,2941160972
83,2169373497,1036676638,3709416805
84,46569723,1262524213,395589761
85,3744300944,1347226191,833842383
86,1119541287,2844237949,3434265430
87,4086470997,3459904526,4209634400
88,3962991576,740820931,160707318
89,3009794286,2252793701,2427520803
90,4024679510,921731550,37713671
91,3316712693,3413431726,2465205920
92,1847078055,3338342824,1135017512
93,3254475183,3696784736,1055856042
94,311079445,2314079348,3649826071
95,924179207,3417421702,1445857611
96,1935373250,312219352,402898190
97,3923371204,3135275238,3128498024
98,580373995,2102757642,2127506680
99,1707072781,2617719216,1302833953
100,3374181154,35251132,1748725180
101,449943755,3039771811,4074575443
102,965362188,259400737,1696410263
103,3111005018,2635659385,2413604707
104,3386771947,1253978897,1290957166
105,3911126867,963721736,910426699
106,1571998345,654324972,1252435752
107,2644995958,2880551399,3833810095
108,1788499353,3126098543,139303633
109,1220373330,2802933775,4212439509
110,2606840580,4161413741,116527333
111,669077185,4265713354,1525867444
112,4178725693,778558040,3416792159
113,1071054839,2457215241,2134821647
114,3494478151,2316752277,3993410447
115,389694332,3623323257,1080843651
116,2922745506,4257965988,992464100
117,2884761360,2485710000,4174730346
118,3116330024,4227808509,2567567907
119,3543528232,317109980,3382126578
120,1513075265,4293600211,1323114880
121,978111487,4115839080,998479358
122,434810948,3251843588,4105743760
123,502338487,271926433,2262471398
124,4258913737,4050175655,2025556673
125,3042787102,1307687826,3500030564
126,3015018993,2427360424,606327585
127,1188506420,44502048,1474913495
128,3805636147,1656138698,2755162580
129,2478520338,2508902453,444605397
130,1540929568,1065888094,1311691853
131,3741848948,125892471,2192736894
132,3516205463,2563506183,3794078258
133,2230921895,326137391,3242633094
134,1223204293,760167252,151015313
135,2971133050,2032139767,2399752138
136,2301191950,4081468959,1489680602
137,3174335954,2150028476,618089487
138,1743515783,75106115,42223445
139,129261753,3161442694,2380731823
140,4240585242,3542305086,3035107299
141,1862289525,747030752,2631914389
142,684132161,2294638450,3443313080
143,132008200,3316214859,2517976993
144,580241360,898962062,311300469
145,3719457042,72359413,324549578
146,2805676305,418199058,2606288468
147,1334989835,179479744,2030628411
148,2038720989,3890417015,1892499106
149,1774679150,2609546654,33956198
150,208439708,1613488779,4239211773
151,561129598,4157198820,3377830244
152,3863088026,1518015978,1770075546
153,1705708263,174194809,129304663
154,1469717082,180483998,947879903
155,2635054898,329725667,1600592246
156,462152591,1515216196,2081022226
157,3992801270,3684537426,2191854402
158,3423185753,116826640,3607185661
159,1390315183,2487712515,3616896866
160,1664652115,1066768765,952380283
161,952804283,3808036173,3840791887
162,4032629660,389202817,2994559407
163,3064760526,83761748,3697044039
164,3044802318,3570250736,887920314
165,479270943,2445255449,156565372
166,2045070169,3930638515,3840213434
167,908458217,3845588490,3730004089
168,2115744264,3403032576,3315576257
169,2215334584,1748661996,2733772500
170,702373212,1676684194,60988677
171,2284788154,1369368648,3499704405
172,3748550650,780909593,961257055
173,921898414,825488678,1508394388
174,3446718297,1034454565,374775410
175,2565615947,1883976991,1837477141
176,376895041,3235589675,1549048773
177,1412602354,32684034,3399367234
178,2331343516,102222394,1349557824
179,2516099154,2560876672,1961177681
180,3997905012,879485017,3021508938
181,2830807994,1660889502,1896676503
182,3552019097,4150987904,2694245692
183,175412087,4052899624,3866571916
184,689321555,2305092457,1828200045
185,3683869338,2766252734,913863674
186,3895256344,2999355159,2093129368
187,2380304543,4146008115,3438107925
188,3004046808,3430680724,3196408848
189,93602099,4204314370,2682087866
190,2321556182,3322229801,2823609576
191,503339450,1374014223,1319268291
192,2530603360,3616690338,4029297197
193,3056329484,950770570,3446171160
194,287787173,1856228411,3792576447
195,1332345651,170523045,4001152359
196,1671577392,555163702,185063752
197,79541551,1353975982,28323757
198,3336702721,2486741562,4184664227
199,869607993,3994981147,3673312171
200,2866711291,1549745715,3443619822
201,1993719374,2053659810,1386771266
202,2799240016,3811761321,2999450536
203,2986253637,3997724532,2528977886
204,1923127911,2400999195,295885976
205,4035932642,1103082057,156887618
206,1439802318,2513226216,2546264637
207,2006352382,270018028,519912080
208,4163344525,4196544293,3421645736
209,4237443034,1401093491,2123714550
210,180586148,449280637,2886910923
211,621998080,3239885858,4214724422
212,1251664590,1578025720,4108845077
213,2054232504,1767932246,4002259367
214,979859847,1797114942,1092000589
215,2853622054,2958378285,2479778523
216,4174338813,1209696618,926489891
217,1431245683,2345749190,681673822
218,3492983165,2996476682,2490963536
219,2583957879,2984609236,2831609538
220,3166019370,941773974,256588711
221,3588453943,3379956464,418957436
222,824890668,1738165558,3073234765
223,3397461116,2818994775,3666139849
224,1815711449,1017809116,2555653100
225,2544592175,1650717549,1668060706
226,1024447930,3442012493,1931273690
227,1621043735,640910180,1778889040
228,314046895,172420781,2466545149
229,2701311923,2015575867,3593816882
230,2004245809,264105546,3825944199
231,2796699083,3884001780,1478925930
232,635294782,958702158,935479961
233,2249340938,1154147953,194085962
234,694209548,1785526007,1799945165
235,1395851339,274073439,3841925849
236,2353924512,1343727443,3186159035
237,3566378645,3880213723,744447423
238,2792233697,2813056599,1721133480
239,2756108236,4202423119,1698549470
240,2278995003,3114095438,1007068578
241,1599357664,2519096416,2577952778
242,307143272,3980278525,3838311159
243,1665924877,2732243573,3497471561
244,2832388855,1107543653,1272387926
245,830418304,251438257,2558745253
246,3003293145,2478236660,4109509049
247,1396435392,1330072706,2243877747
248,3917904667,2302690318,662328181
249,3061604618,1349601799,857787500
250,495927289,1795880199,1205720349
251,839695308,3582469509,3407081304
252,1665452804,1253468430,1152843639
253,2180936767,2638885699,3897050536
254,4207601925,1524045386,3914324547
255,3539608345,3659281072,1514283944
256,426270432,1614435140,2768398180
257,338595555,2260735488,2031011427
258,723578285,4183670279,3512211672
259,513619095,1381987871,3358281011
260,1886789632,2631976221,3933043718
261,1553660549,1919162704,3092759780
262,4230789712,2524398187,1431853258
263,122502434,735647942,162205766
264,2652033193,391561436,875689227
265,4039912867,3906174271,603609134
266,3680866107,160639552,2542238779
267,348876057,593260134,1109818868
268,973677483,1479247212,2523261400
269,1071328056,977254889,665009664
270,2478312094,3819985895,3667666123
271,351801495,465660402,2263688899
272,1155564097,2794977002,135888650
273,206953460,3495569908,1816278679
274,1984518004,3521682824,61602176
275,2988261398,251717275,3989457206
276,3870920844,3866290502,4012458216
277,2035222735,3736608148,702473022
278,4090267331,170631346,3289787864
279,2630484024,1016418772,3823121647
280,2751303579,1413447000,1853730426
281,1330376071,3684039473,1382253340
282,2225008234,2385952918,1087284202
283,2331978624,3340340399,2625943484
284,4269951591,427539307,734100673
285,1938541214,227116866,2454492216
286,867116012,3219437362,1536636172
287,1344584859,1965404264,1330059800
288,2654523067,3714493580,3309060012
289,2137862245,2054724772,3602631401
290,11868827,3437455958,3773718500
291,1907804586,1133322835,3863347706
292,2032419806,1718590349,2811739944
293,3102792736,3196066119,1298802534
294,1600238899,3226570414,457781180
295,1248783807,251009699,1049516999
296,244030033,384115013,3097586677
297,3620754211,124709527,1628072819
298,1669337729,2751847690,1366678541
299,3905973531,2314460698,3417964960
300,2105923669,3280113520,48275669
301,948243494,2417678078,1753716291
302,3969063597,1719038074,3402239530
303,747314175,2577576921,42274601
304,3049398522,192484012,3191844588
305,4080295761,283201205,1590486136
306,761927696,2948381967,2308820145
307,96159531,1203798270,3145229925
308,3344179407,2511101970,3952739550
309,443733090,2287197569,1407793232
310,224559562,3496340903,1007974722
311,1857362616,2576976771,1032423510
312,1898579722,3889826775,261650397
313,358955568,2728187947,2612262765
314,2730448333,4232402332,3109181766
315,3058469966,3162833847,2153054084
316,4208153952,3471159474,3389892168
317,2537782613,3339083817,1297521417
318,1541415101,2653591712,1438596460
319,3557422757,2888425107,490761254
320,2487197187,263964446,3690707689
321,544917722,2483279532,3977455031
322,1862394705,186142660,1624588203
323,3408778586,3929626391,3933869562
324,1389706825,1390367491,3843569516
325,2016102476,1989839012,2751878193
326,4289365223,3564840836,3028754652
327,155349701,1581057304,638905852
328,1564876783,982340642,2390661408
329,2832852208,4025555200,3511509042
330,1545953159,4242108336,3925172790
331,3937428100,2434582942,1179541759
332,2291730770,1117162806,311965226
333,2633771057,462678309,2631882716
334,1757594337,333704482,928818151
335,942751689,2296286424,702574063
336,4074580904,2987881205,1240485025
337,1892926431,3952437927,3993504123
338,2820253415,3877221232,2351691369
339,2756461992,2763623330,10884477
340,3131711728,2605665097,3533104313
341,3448276121,1342410674,2506000010
342,1189970012,3266236048,430417821
343,1254112400,3844552569,8707754
344,150751479,67467133,1150922798
345,2981751826,3951244892,3094699226
346,2081442401,3429149382,608139532
347,670320056,99330281,1279512188
348,3974178572,2849933086,434682369
349,729884322,971895085,1520731895
350,1019901089,1610439527,705519533
351,2597717310,4258395426,266088495
352,3209559413,1728366785,870251933
353,364525924,2658505818,2075408754
354,407180413,3899631438,2498918401
355,980228700,1960804373,260384530
356,2461008437,2779307214,1257810797
357,838716693,2692871831,15436788
358,2368137243,1030921639,4196006497
359,897729410,981988013,754233910
360,1885120721,4017596049,1895760581
361,3162990456,1692418510,785731180
362,2842350799,3053504137,2450881647
363,910047531,589270937,1556848824
364,2985767689,2593719812,1798593086
365,1220234254,2652160190,684714088
366,2609820242,1902749787,3035259064
367,158899047,2297805525,3324557786
368,2535890394,2971807209,2316813853
369,1847291736,1026281548,833659083
370,1760961448,2449223360,177603386
371,1305258577,3200123235,1612032407
372,1230254145,3268770024,2076613499
373,3763621218,840285225,16596359
374,520725145,695033482,2196952355
375,498799979,2518743152,2018733671
376,608614043,4076108547,1844648303
377,2783303024,1356940839,1581118803
378,3629434516,1225780260,1856835495
379,714000581,1142574398,2482319655
380,2716905235,3072542189,1142825819
381,102578806,2371453162,2759231580
382,1595126851,712896634,240568097
383,4292972153,2392829222,2028602318
384,3653307406,4114195543,2898035246
385,2588776633,1418916341,1988480554
386,3358496483,2383087083,2885154103
387,1758964173,4042355900,1365452322
388,614098991,3945321630,916921098
389,2826119744,3702486665,3435759722
390,1252745539,1697299933,522622561
391,1313378027,4285454283,3623916310
392,2859041033,1143337899,3780630383
393,1898966496,3513883186,3717204584
394,3607454705,3360043718,3425641942
395,3843106599,845535608,1576732022
396,1156024524,3491273920,4260219412
397,1674123205,3546376452,3387887108
398,2696764080,507024100,686037884
399,3904169359,1575567083,1044188944
400,231155686,1490958030,620075448
401,2797652779,3564496709,949627485
402,133610606,4010109090,4209811994
403,558534290,1530301896,632599414
404,2933447118,1391515342,1739001135
405,4015440609,2653479170,1978811630
406,1869976712,155651430,2003560340
407,998543990,4235182197,2982712169
408,1345475597,626373638,3175970857
409,1529610591,775218651,2219475065
410,3393471856,3466269274,1723722046
411,1704174712,2536843371,381960201
412,3442194205,2326735886,3636054572
413,3332618617,1671158549,229472343
414,816444433,3227330267,510722538
415,1733953126,236205263,2780758078
416,1409235187,182487822,346774119
417,3900916946,2312095758,2948507723
418,586263720,2984394082,3580224402
419,2308592420,4266303573,1040262524
420,695320340,4197006748,2149580704
421,760220655,1972336367,4150871033
422,2985706142,461481518,2696053809
423,886529082,3224814197,40869704
424,2793051201,492120600,3996731797
425,4115888795,3171201261,2197336220
426,2277411560,804209595,3661014580
427,1310737480,4177307159,2431769104
428,1005770547,1534825351,1451948495
429,3076885256,4172443154,2176111227
430,3952700562,3274158391,2089246913
431,2190758245,2339028308,2598477578
432,4290191739,2884946322,2962840686
433,539459076,1046208356,2694891279
434,1997544117,4172866311,3427395816
435,923536571,3589200017,962777558
436,3890995112,3035989776,3603589842
437,1253729096,874983174,142140925
438,3813849350,4147924718,2535585750
439,349310816,4196595187,4037306608
440,2389734653,3680316880,3108052279
441,3633437310,79813877,2140416055
442,2170878830,3962266567,1912606266
443,3330878758,1614524772,1609545329
444,3167527609,1953258986,1196141021
445,1557131129,1966551742,4053439879
446,1412003938,1573116640,837094972
447,2082311011,4053738109,610668650
448,622434255,1099963702,1761290387
449,3794483675,2519804676,712848688
450,1385822567,2303739816,3813956022
451,823811414,1223686754,3892177620
452,2674168405,788186300,589358247
453,325161353,1733333315,318119353
454,1223638745,3548327889,3245840501
455,1978158946,1879745695,1776804139
456,172071251,1163462303,3374066364
457,2612059092,1164979206,2384607426
458,2264672433,1912078911,3087622317
459,1043501246,2112129347,1877067877
460,1174874304,1670252294,1774013228
461,144951473,1146111115,1057577080
462,2501528537,3967010199,2581332693
463,2755500829,961658875,2195690538
464,3682105574,1227554738,1543383895
465,4059236870,2557160475,328050865
466,3191310971,2204521471,3892474593
467,2296470380,3297986542,4116347074
468,3228863213,3201020879,2284271866
469,2063349564,354799997,3153632234
470,4136694536,1815845716,2727982333
471,152209396,1588561333,3436735836
472,2064889030,1016997771,2090040539
473,3267407401,3266711738,2479499093
474,4024821448,1254218648,3498877469
475,2917984443,715211209,2027013239
476,1579329346,2574431728,4208230345
477,2927852491,543431391,4089143052
478,3640844591,2577640191,914955455
479,998531813,3864103290,4087151459
480,2052604547,2704217666,2976260445
481,594046314,3929551903,4088265220
482,3161644315,4208702852,3492532188
483,840704205,958614584,882574463
484,262726228,2333365735,2704707991
485,901328876,3449308064,1803828248
486,3290615272,1669735959,4004053242
487,4258682018,1325179013,2540437110
488,2961154897,2987492989,1479967231
489,3764283406,1175306365,2303052940
490,120968965,637916946,1801795967
491,1336574548,2146466723,1246713276
492,1098776442,1263524550,3438525424
493,253961125,3528405739,301815336
494,1633310185,2382773502,3151376254
495,719465391,1946739546,1565178816
496,4162135481,2155099458,1191591532
497,625539594,3990866743,668714958
498,355160243,3736021200,2748662489
499,2187047679,2651408877,1141379743
500,17841355,2809364961,2592720938
501,1982693524,2270655392,3520168847
502,2131652887,3822675320,95182905
503,172544949,2418534679,3219567430
504,2486439722,635900602,3027204136
505,1488872119,4146220879,289632084
506,4124750596,504072266,2545227386
507,174619303,1593173544,4031286302
508,866899021,2732077448,1134760815
509,223167380,1621032184,3170498763
510,963690054,2634355646,2128905199
511,2948317340,219822860,661085319
512,3616726585,1589257718,3818047621
513,3899440146,701567483,4071633170
514,1097188673,2476749853,1914262009
515,1346110266,2070831775,3809081063
516,2434315508,4271229591,1315285820
517,3111602450,2693100655,17415868
518,2378772393,3319594087,1817261843
519,3882601035,655238867,3611570354
520,487683813,2807321166,502320523
521,3606025799,2664638165,1228098652
522,4275193378,4211578564,3114363627
523,2980741563,3495036655,289443706
524,3599931827,1370881125,1043440607
525,663061204,1467054941,2909859071
526,2520285742,1129432438,3142047698
527,3051846572,1208658194,1112009938
528,1496633982,3787317890,1574294342
529,4199019417,3306057399,216924824
530,524201865,3680528575,2104163018
531,3552553911,1766961076,2626404822
532,1604046581,2236474228,998000964
533,3671392750,404798099,362426542
534,3694756994,2709153798,3635495261
535,1100942038,3529014334,2546786340
536,73754293,3813488911,3105613685
537,849212742,2561663969,1046734016
538,108426965,1492351794,3152047543
539,710823133,4193664543,3333186144
540,574110262,4044680418,3368436300
541,3467070273,830854607,1405143342
542,1187919793,2844408219,1724950850
543,1161242928,558427780,1330071406
544,2277628924,2967473381,2118615335
545,3149873786,1574479710,3238655383
546,216558523,1694220893,3293220415
547,762690636,1695422595,337603041
548,1917334330,3244637864,289971702
549,1566676502,125817759,424517400
550,4067468905,324921946,2475620403
551,3793956280,1163293146,4293480221
552,2372736713,4088458516,761439757
553,1159375070,2254913425,563370417
554,1390313743,63528039,1592441237
555,157426367,2030988913,1529858500
556,1055771151,2541461358,3447522567
557,2494661014,3532828644,1575066742
558,2056569490,863769630,3976237894
559,2361168372,3577827813,1128739260
560,1269189963,616449417,3376012032
561,1601976947,3896199928,2861994810
562,395924915,3100148725,2468217338
563,40973751,3318047844,2718675136
564,1951625590,2584525144,1783048180
565,4019051983,494176430,1170678745
566,1307004190,3661164187,445221101
567,2275373047,3721435479,2080545734
568,1196901990,133033859,2330366648
569,3251630777,3258204479,2926582825
570,1763971314,2143193745,3503551288
571,157968941,1526137194,1516363678
572,2950124338,4225773036,3893410565
573,1680221021,4149753347,3446153403
574,2049702833,1960174609,1213101551
575,1845384237,346391509,1115509977
576,1229124349,3952727915,3160074415
577,3601210518,1826432534,1675243432
578,1816153601,2986477789,382517381
