,0
0,2705573433
1,1191637047
2,1770253528
3,855322058
4,3012685376
5,1739316025
6,4225594718
7,435668974
8,177634283
9,1994129254
10,2843918828
11,1796645470
12,2798284550
13,3879955372
14,2678869650
15,791655610
16,822635247
17,2917915921
18,1178149741
19,760644630
20,359927205
21,593782487
22,2861574188
23,655275799
24,3092631276
25,1671574662
26,930975088
27,1443702404
28,1522092301
29,1983109443
30,2428557431
31,1890715381
32,2360661057
33,3180516116
34,785189342
35,3630754029
36,2717975833
37,387435152
38,1615811199
39,1336616040
40,3334728165
41,1124993348
42,3252809838
43,1244302392
44,3254836953
45,1452192806
46,1067389916
47,3676964635
48,2013836522
49,1922437254
50,1732813015
51,2110053164
52,2407298420
53,1610439657
54,4012131001
55,4215822149
56,991616786
57,2178777858
58,676321666
59,190300154
60,398557784
61,1522809065
62,1006266680
63,2410995899
64,3353249364
65,788191344
66,309665440
67,2015608631
68,2246487539
69,3596854780
70,1904270026
71,2045545382
72,307363784
73,1702020038
74,2917399864
75,812333451
76,1209378020
77,861068378
78,395851723
79,660849371
80,2282513867
81,3134529644
82,714310539
83,1496543218
84,2280996519
85,1065210452
86,417676245
87,3778852416
88,946566856
89,1174389374
90,744321528
91,1705875903
92,1891942745
93,2322334655
94,1121820455
95,2384271883
96,2324179479
97,764483188
98,2088262013
99,3644454890
100,1386310547
101,1692436190
102,3807187031
103,2203454779
104,3521804723
105,1257490898
106,2845953189
107,2789468233
108,309987951
109,2419497331
110,876474252
111,1397167444
112,3688341588
113,171512851
114,2127648766
115,3768762114
116,2240361177
117,4059363147
118,35957294
119,4081025805
120,3495182735
121,1866391779
122,3759246944
123,2064558636
124,2798683528
125,581727
126,953097538
127,1735366511
128,2603363221
129,103975053
130,1953683454
131,3707381501
132,3090851465
133,3079964432
134,296794171
135,3387964389
136,1694447128
137,3447495163
138,317492052
139,2543213339
140,3606128815
141,256056684
142,402348195
143,1906596334
144,2767890841
145,3460865370
146,357403109
147,4179288041
148,3861920400
149,222225721
150,689260861
151,1299755305
152,3061742883
153,3271595468
154,2410407628
155,2281840393
156,4239119139
157,2312125394
158,4260956734
159,3228602605
160,3303126193
161,3318155553
162,3106434640
163,82204432
164,3377417878
165,1302216011
166,1981123565
167,1798985867
168,3354208723
169,1939220764
170,2454516995
171,3541523747
172,437141068
173,1061055772
174,4262200814
175,1250971742
176,1517214883
177,1972265912
178,3100910935
179,1625433727
180,190693088
181,4075814428
182,455815911
183,2644355213
184,1203791233
185,3293772415
186,547626640
187,530552017
188,3855977013
189,2833896697
190,3138866392
191,2635750152
192,1954821986
193,3717809797
194,543882770
195,3823364245
196,3059544869
197,3697597878
198,3044179755
199,1789279676
200,3556252271
201,1453969325
202,1519544288
203,836187495
204,2935762111
205,817264012
206,4166365255
207,306319951
208,2702675524
209,256704937
210,2215151829
211,3959661752
212,1865074261
213,856517457
214,3772778922
215,2165760950
216,987039316
217,3964883354
218,3643079258
219,3519484417
220,663113630
221,3467426716
222,4247387573
223,2341406825
224,195750215
225,2277629495
226,137737648
227,3467214280
228,3811936184
229,661742916
230,4254001952
231,3395096024
232,368500924
233,3155975699
234,3430047720
235,2834388631
236,1987605133
237,1689921424
238,789188261
239,3221844183
240,2319523829
241,2130906948
242,505376825
243,280773424
244,1472978009
245,1810796748
246,935188911
247,3384747350
248,1210117892
249,805907712
250,1795999650
251,2632664525
252,3743447656
253,1902929744
254,2065636058
255,1720675252
256,982542573
257,2663528142
258,1694498076
259,2540380007
260,356108173
261,1165165424
262,2364806632
263,1601610579
264,837083947
265,2508635535
266,1681084345
267,2427333364
268,502720435
269,1216222763
270,251991259
271,3160081428
272,432133172
273,3696942746
274,1563843628
275,1883742357
276,945913751
277,4167479279
278,3256654064
279,84764032
280,481350102
281,4039299905
282,551324225
283,472669876
284,3892352784
285,2859307636
286,3107897485
287,385699013
288,3734140225
289,2462498947
290,2515159475
291,2410828588
292,586497984
293,3081859856
294,4122860438
295,426787251
296,1409358123
297,825541799
298,3821007174
299,4103673899
300,3249443563
301,1841903969
302,977208443
303,3144235862
304,1086761291
305,2817886794
306,1712794659
307,2011471259
308,2574903403
309,2800531396
310,523913925
311,3123709152
312,1194006738
313,1721371815
314,3769333219
315,1320190869
316,3410401903
317,4239131437
318,1289554308
319,2614856989
320,4101800564
321,1473385669
322,2298243963
323,2124063457
324,1120555760
325,361160352
326,1949499670
327,1694184716
328,1995920781
329,1542535510
